,dataTagId,actual tags,description,system,systemName,systemInstance,equipment,equipmentName,equipmentInstance,component,componentName,componentInstance,subcomponent,subcomponentName,subcomponentInstance,measureLocation,measureLocationName,measureLocationInstance,measureProperty,measureType,measureUnit,measureInstance,tagType,group,limHi,limLo,limHiHi,limLoLo,limRangeHi,limRangeLo,datapoints,unique
64,DUSN4KMIHD,LPG_3HLD01CT109_XQ03.OUT,APH-A GAS OUT TMP1,Boiler,Pcfb,1,Air Preheater,Aph-A,1,-,-,1,-,-,1,Outlet,Inlet,1,Flue Gas,Temperature,Degc,1,-,Gas Path,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,133192,874
428,AW0PQZU1LF,LPG_3HLD01CT110_XQ03.OUT,APH A COLD AIR TEMP 2,Boiler,Pcfb,1,Air Preheater,Aph-A,1,-,-,1,-,-,1,Cold End,Cold End,1,Metal,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,126785,975
70,MLSAZYGUBX,LPG_3HLD02AE002_XQ06.OUT,APH-B ELEC MTR,Boiler,Pcfb,1,Air Preheater,Aph-B,2,Motor,Motor,1,Winding,Motor Winding,1,-,-,1,Power,Current,Amp,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,158236,158
69,PGE9RLVLA8,LPG_3HLD02AP001_XQ06.OUT,APH-B SB LOP-A,Boiler,Pcfb,1,Air Preheater,Aph-B,2,Lubricating Oil Pump,"SB LO 
Pump-A",1,-,-,1,-,-,1,Power,Current,Amp,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,216148,1
72,QOCFZYXHC5,LPG_3HLD02CT101_XQ02.OUT,APH-B SB TMP,Boiler,Pcfb,1,Air Preheater,Aph-B,2,-,-,1,Support Bearing,Support Bearing,1,-,-,1,Metal,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,199021,463
71,NQTFMAOGIA,LPG_3HLD02CT102_XQ02.OUT,APH-B GB TMP,Boiler,Pcfb,1,Air Preheater,Aph-B,2,-,-,1,Guide Bearing,Guide Bearing,1,-,-,1,Metal,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,143224,370
430,ZSFZUC4QEJ,LPG_3HLD02CT104_XQ03.OUT,APH B HOT AIR TEMP 2,Boiler,Pcfb,1,Air Preheater,Aph-B,2,-,-,1,-,-,1,Hot End,Hot End,1,Metal,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,124155,893
431,MWLIJRFCS9,LPG_3HLD02CT111_XQ03.OUT,APH B COLD AIR TEMP 3,Boiler,Pcfb,1,Air Preheater,Aph-B,2,-,-,1,-,-,1,Cold End,Cold End,1,Metal,Temperature,Degc,2,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,127912,656
85,AGTRHYP5BZ,LPG_3HNA10CP001_XQ01.OUT,FG PR ECO OL-L,Boiler,Pcfb,1,Economizer,Economizer,1,Pass,Left Pass,1,-,-,1,Outlet,Outlet,1,Flue Gas,Pressure,Mmwc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,146687,1954
449,NAECA6QHHJ,LPG_3HNA10CP001_XQ01.OUT_LPG_3HNA20CP001_XQ01.OUT_deltaP,Economizer Delta P,Boiler,Pcfb,1,Economizer,Economizer,1,Pass,Left Pass,1,-,-,1,Outlet,Outlet,1,Flue Gas,Delta P,Mmwc,1,-,-,10000000,-10000000,10000000,-10000000,10000000,-10000000,84731,9585
463,PAIIEA7RKS,LPG_3HNA10CP001_XQ01.OUT_LPG_3HNA30CP001_XQ01.OUT_dp,APH-A Gas side pressure drop,Boiler,Pcfb,1,Air Preheater,Aph-A,1,Pass,Left Pass,1,-,-,1,Outlet,Outlet,1,Flue Gas,Delta P,Mmwc,1,-,-,10000000,-10000000,10000000,-10000000,10000000,-10000000,108271,37556
86,VMFZKSYQRF,LPG_3HNA10CT001_XQ03.OUT,FG TMP ECO OL-L,Boiler,Pcfb,1,Economizer,Economizer,1,Pass,Left Pass,1,-,-,1,Outlet,Outlet,1,Flue Gas,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,123259,768
456,WPHSHSSP1M,LPG_3HNA10CT001_XQ03.OUT_LPG_3HLD01CT109_XQ03.OUT_dt,APH-A Flue Gas temperature drop,Boiler,Pcfb,1,Air Preheater,Aph-A,1,Pass,Left Pass,1,-,-,1,Outlet,Outlet,1,Flue Gas,Delta T,Degc,1,-,-,10000000,-10000000,10000000,-10000000,10000000,-10000000,77712,44238
464,JI61KWX0LU,LPG_3HNA20CP001_XQ01.OUT_LPG_3HNA35CP001_XQ01.OUT_dp,APH-B Gas side pressure drop,Boiler,Pcfb,1,Air Preheater,Aph-B,2,Pass,Right Pass,2,-,-,1,Outlet,Outlet,1,Flue Gas,Delta P,Mmwc,1,-,-,10000000,-10000000,10000000,-10000000,10000000,-10000000,80907,35707
490,65M91D9HF8,LPG_3HNA20CQ001_XQ04.OUT,O2 ECO IL-R,Boiler,Pcfb,1,Economizer,Economizer,1,Pass,Right Pass,2,-,-,1,Inlet,Inlet,1,Flue Gas,O2,%,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,146533,2542
457,BLWWS8XHVQ,LPG_3HNA20CT001_XQ03.OUT_LPG_3HLD02CT109_XQ03.OUT_dt,APH-B Flue Gas temperature drop,Boiler,Pcfb,1,Air Preheater,Aph-B,2,Pass,Right Pass,2,-,-,1,Outlet,Outlet,1,Flue Gas,Delta T,Degc,1,-,-,10000000,-10000000,10000000,-10000000,10000000,-10000000,77915,839
66,GXOYDMV2CP,LPG_3HNA30CP001_XQ01.OUT,FG PR AH-A OL,Boiler,Pcfb,1,Air Preheater,Aph-A,1,-,-,1,-,-,1,Outlet,Outlet,1,Flue Gas,Pressure,Mmwc,1,-,Gas Path,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,186191,3079
482,FMK5DFLJPD,LPG_3HNA30CP001_XQ01.OUT_LPG_3HNA10CP001_XQ01.OUT_df,APH-A DP,Boiler,Pcfb,1,Air Preheater,Aph-A,1,-,-,1,-,-,1,Outlet,Outlet,1,Flue Gas,Differential Pressure,Mmwc,1,-,-,10000000,-10000000,10000000,-10000000,10000000,-10000000,108233,37588
77,J5ONPIPNQC,LPG_3HNA35CP001_XQ01.OUT,FG PR AH-B OL,Boiler,Pcfb,1,Air Preheater,Aph-B,2,-,-,1,-,-,1,Outlet,Outlet,1,Flue Gas,Pressure,Mmwc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,129984,3598
472,QDNN9XCETK,LPG_3HNA35CP001_XQ01.OUT_LPG_3HNA20CP001_XQ01.OUT_df,APH-B DP,Boiler,Pcfb,1,Air Preheater,Aph-B,2,-,-,1,-,-,1,Outlet,Outlet,1,Flue Gas,Differential Pressure,Mmwc,1,-,-,10000000,-10000000,10000000,-10000000,10000000,-10000000,80945,35691
74,DKVAUUHURL,LPG_3HNA35CT001_XQ02.OUT,TEMP. AT AH-B O/L,Boiler,Pcfb,1,Air Preheater,Aph-B,2,-,-,1,-,-,1,Outlet,Outlet,1,Flue Gas,Temperature,Degc,2,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,129110,1116
124,4XDBZ1N1C4,LPG_3HNA60CP001_XQ01.OUT,IDF-A IL PR,Boiler,Pcfb,1,Id Fan,Idf-A,1,-,-,1,-,-,1,Inlet,Suction,1,Flue Gas,Pressure,Mmwc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,144444,3820
123,LEEFQHGQEV,LPG_3HNA60CT001_XQ02.OUT,IDF-A IL TMP,Boiler,Pcfb,1,Id Fan,Idf-A,1,-,-,1,-,-,1,Inlet,Suction,1,Flue Gas,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,145360,841
134,OCA6GFHWFY,LPG_3HNA65CP001_XQ01.OUT,IDF-B IL PR,Boiler,Pcfb,1,Id Fan,Idf-B,2,-,-,1,-,-,1,Inlet,Suction,1,Flue Gas,Pressure,Mmwc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,149845,5460
133,WNHTVZSD3W,LPG_3HNA65CT001_XQ02.OUT,IDF-B IL TMP,Boiler,Pcfb,1,Id Fan,Idf-B,2,-,-,1,-,-,1,Inlet,Suction,1,Flue Gas,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,166372,906
125,AS8BUEDPVL,LPG_3HNA70CP001_XQ01.OUT,IDF-A OL PR,Boiler,Pcfb,1,Id Fan,Idf-A,1,-,-,1,-,-,1,Outlet,Discharge,1,Flue Gas,Pressure,Mmwc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,181171,9245
135,TT8J6JP9EH,LPG_3HNA75CP001_XQ01.OUT,IDF-B OL PR,Boiler,Pcfb,1,Id Fan,Idf-B,2,-,-,1,-,-,1,Outlet,Discharge,1,Flue Gas,Pressure,Mmwc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,163021,8550
122,XUI5FAJGYG,LPG_3HNC10AN001BXQ06.OUT,IDF-A VFD Current,Boiler,Pcfb,1,Id Fan,Idf-A,1,VFD,VFD,1,-,-,1,-,-,1,Power,Current,Amp,2,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,192959,13324
121,VPCTKXALX3,LPG_3HNC10CT003_XQ02.OUT,IDF-A MTR WDG TMP2,Boiler,Pcfb,1,Id Fan,Idf-A,1,Motor,Motor,1,Winding,Motor Winding,1,-,-,1,Metal,Temperature,Degc,2,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,145285,877
119,R6LBIKZQTQ,LPG_3HNC10CT014_XQ02.OUT,IDF-A MTR BRG TMP-DE,Boiler,Pcfb,1,Id Fan,Idf-A,1,Motor,Motor,1,Bearing,Motor Bearing - De,1,-,-,1,Metal,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,146088,659
117,Z7CM8SBKXP,LPG_3HNC10CT015_XQ02.OUT,IDF-A BRG TMP-DE,Boiler,Pcfb,1,Id Fan,Idf-A,1,Fan,Fan,1,Bearing,Fan Bearing - De,1,-,-,1,Metal,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,144781,258
120,BDHSPLNVGZ,LPG_3HNC10CY002_XQ07.OUT,IDF-A MTR BRG VIB-NDE(Y),Boiler,Pcfb,1,Id Fan,Idf-A,1,Motor,Motor,1,Bearing,Motor Bearing - Nde,2,Y-Axis,Y-Axis,1,Metal,Vibration,Mm/Sec,1,-,-,10000000000,-10000000000,10000000000,0,10000000000,-10000000000,145194,544
118,FLDBUUNE3L,LPG_3HNC10CY003_XQ07.OUT,IDF-A MTR BRG VIB-DE(X),Boiler,Pcfb,1,Id Fan,Idf-A,1,Motor,Motor,1,Bearing,Motor Bearing - De,1,X-Axis,X-Axis,1,Metal,Vibration,Mm/Sec,1,-,-,10000000000,-10000000000,10000000000,0,10000000000,-10000000000,185717,829
115,HKQXARG530,LPG_3HNC10CY005_XQ07.OUT,IDF-A BRG VIB-DE(X),Boiler,Pcfb,1,Id Fan,Idf-A,1,Fan,Fan,1,Bearing,Fan Bearing - De,1,X-Axis,X-Axis,1,Metal,Vibration,Mm/Sec,1,-,-,10000000000,-10000000000,10000000000,0,10000000000,-10000000000,146531,497
116,SXH7DB0ZZK,LPG_3HNC10CY006_XQ07.OUT,IDF-A BRG VIB-DE(Y),Boiler,Pcfb,1,Id Fan,Idf-A,1,Fan,Fan,1,Bearing,Fan Bearing - De,1,Y-Axis,Y-Axis,1,Metal,Vibration,Mm/Sec,1,-,-,10000000000,-10000000000,10000000000,0,10000000000,-10000000000,146134,1239
132,UGUEF42SJQ,LPG_3HNC15CT002_XQ02.OUT,IDF-B MTR WDG TMP1,Boiler,Pcfb,1,Id Fan,Idf-B,2,Motor,Motor,1,Winding,Motor Winding,1,-,-,1,Metal,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,148871,1054
130,I6C5F5XDKU,LPG_3HNC15CT014_XQ02.OUT,IDF-B MTR BRG TMP-DE,Boiler,Pcfb,1,Id Fan,Idf-B,2,Motor,Motor,1,Bearing,Motor Bearing -De,1,-,-,1,Metal,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,160475,799
126,EQ61YHGHJZ,LPG_3HNC15CT016_XQ02.OUT,IDF-B BRG TMP-DE,Boiler,Pcfb,1,Id Fan,Idf-B,2,Fan,Fan,1,Bearing,Fan Bearing - De,1,-,-,1,Metal,Temperature,Degc,2,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,145274,353
131,NYYIRNKRNR,LPG_3HNC15CY003_XQ07.OUT,IDF-B MTR BRG VIB-DE(X),Boiler,Pcfb,1,Id Fan,Idf-B,2,Motor,Motor,1,Bearing,Motor Bearing -De,1,X-Axis,X-Axis,1,Metal,Vibration,Mm/Sec,1,-,-,10000000000,-10000000000,10000000000,0,10000000000,-10000000000,126096,439
129,OIK6HSSTA0,LPG_3HNC15CY004_XQ07.OUT,IDF-B MTR BRG VIB-DE(Y),Boiler,Pcfb,1,Id Fan,Idf-B,2,Motor,Motor,1,Bearing,Motor Bearing -De,1,Y-Axis,Y-Axis,1,Metal,Vibration,Mm/Sec,1,-,-,10000000000,-10000000000,10000000000,0,10000000000,-10000000000,215538,1090
127,QGHZB3EV4N,LPG_3HNC15CY005_XQ07.OUT,IDF-B BRG VIB-DE(X),Boiler,Pcfb,1,Id Fan,Idf-B,2,Fan,Fan,1,Bearing,Fan Bearing - De,1,X-Axis,X-Axis,1,Metal,Vibration,Mm/Sec,1,-,-,10000000000,-10000000000,10000000000,0,10000000000,-10000000000,152146,2062
128,QQZOI81N4B,LPG_3HNC15CY006_XQ07.OUT,IDF-B BRG VIB-DE(Y),Boiler,Pcfb,1,Id Fan,Idf-B,2,Fan,Fan,1,Bearing,Fan Bearing - De,1,Y-Axis,Y-Axis,1,Metal,Vibration,Mm/Sec,1,-,-,10000000000,-10000000000,10000000000,0,10000000000,-10000000000,145733,805
142,BPW7L8A0P2,LPG_3HNC20AN001BXQ06.OUT,IDF-B VFD Current,Boiler,Pcfb,1,Id Fan,Idf-B,2,Vfd,VFD,1,-,-,1,-,-,1,Power,Current,Amp,2,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,152863,108655
230,HGNQIMP4MN,LPG_3LAA10CP101_XQ01.OUT,DEA PR (L),Condensate Cycle,Condensate Cycle,1,Deaerator,Deaerator,1,-,-,1,-,-,1,-,-,1,Extraction,Pressure,Kg/Cm2,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,141195,3164
229,OQVZBD2AZU,LPG_3LAA10CT101_XQ02.OUT,DEA FW TMP,Condensate Cycle,Condensate Cycle,1,Deaerator,Deaerator,1,-,-,1,-,-,1,Outlet,Outlet,1,Feed Water,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,145519,335
14,NYLKA5IQH6,LPG_3LAB10CF101_XQ01.OUT,BFP-A SUC FLW,Bfp System,Bfp System,1,Mdbfp,Mdbfp-A,1,Main Pump,BFP-A,1,-,-,1,Inlet,Suction,1,Feed Water,Flow,Tph,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,159391,6578
2,CT70MQCJMN,LPG_3LAB10CP020_XQ01.OUT,BFP-A BP DP ACR STR,Bfp System,Bfp System,1,Mdbfp,Mdbfp-A,1,Booster Pump,BP-A,1,Strainer,Strainer,1,-,-,1,Feed Water,Differential Pressure,Kg/Cm2,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,149278,713
5,3OTUFJQGOK,LPG_3LAB10CP021_XQ01.OUT,BFP-A BP SUC PR,Bfp System,Bfp System,1,Mdbfp,Mdbfp-A,1,Booster Pump,BP-A,1,-,-,1,Inlet,Suction,1,Feed Water,Pressure,Kg/Cm2,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,181870,3185
16,PTAAO6ETBD,LPG_3LAB10CP022_XQ01.OUT,BFP-A SUC PR,Bfp System,Bfp System,1,Mdbfp,Mdbfp-A,1,Main Pump,BFP-A,1,-,-,1,Inlet,Suction,1,Feed Water,Pressure,Kg/Cm2,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,143940,1227
21,PIIASEPEQR,LPG_3LAB10CP024_XQ01.OUT,BFP-A DISCH PR,Bfp System,Bfp System,1,Mdbfp,Mdbfp-A,1,Main Pump,BFP-A,1,-,-,1,Outlet,Discharge,1,Feed Water,Pressure,Kg/Cm2,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,146427,3980
17,EX1JLOXXNN,LPG_3LAB10CT020_XQ02.OUT,BFP-A SUC TMP,Bfp System,Bfp System,1,Mdbfp,Mdbfp-A,1,Main Pump,BFP-A,1,-,-,1,Inlet,Suction,1,Feed Water,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,140275,3415
506,XZ5NJIDYQR,LPG_3LAB10CT020_XQ02.OUT_LPG_3LAB10CT021_XQ02.OUT_df,MDBFP Disch temp - suction temperature,Bfp System,Bfp System,1,Mdbfp,Mdbfp-A,1,Main Pump,BFP-A,1,-,-,1,Inlet,Suction,1,Feed Water,Difference,Degc,1,-,-,10000000,-10000000,10000000,-10000000,10000000,-10000000,80482,17151
453,BTKPX9EOZ1,LPG_3LAB10CT020_XQ02.OUT_LPG_3LAB10CT023_XQ02.OUT_deltaT,Delta T of Bfp,Bfp System,Bfp System,1,Mdbfp,Mdbfp-A,1,Main Pump,BFP-C,1,-,-,1,Inlet,Suction,1,Feed Water,Delta T,Degc,1,-,Feed Water Path,10000000,-10000000,10000000,-10000000,10000000,-10000000,77482,16522
18,A8BVQD792O,LPG_3LAB10CT023_XQ02.OUT,BFP-A DISCH TMP,Bfp System,Bfp System,1,Mdbfp,Mdbfp-A,1,Main Pump,BFP-A,1,-,-,1,Outlet,Discharge,1,Feed Water,Temperature,Degc,2,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,124571,3452
31,3O31UPUPWQ,LPG_3LAB20CP020_XQ01.OUT,BFP-B BP DP ACR STR,Bfp System,Bfp System,1,Mdbfp,Mdbfp-B,2,Booster Pump,BP-B,1,Strainer,Strainer,1,-,-,1,Feed Water,Differential Pressure,Kg/Cm2,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,213417,1087
34,RXUVEVYHP7,LPG_3LAB20CP021_XQ01.OUT,BFP-B BP SUC PR,Bfp System,Bfp System,1,Mdbfp,Mdbfp-B,2,Booster Pump,BP-B,1,-,-,1,Inlet,Suction,1,Feed Water,Pressure,Kg/Cm2,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,179646,3126
46,WMLFEMHEDH,LPG_3LAB20CP023_XQ01.OUT,BFP-B SUC PR,Bfp System,Bfp System,1,Mdbfp,Mdbfp-B,2,Main Pump,BFP-B,2,-,-,1,Inlet,Suction,1,Feed Water,Pressure,Kg/Cm2,2,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,125438,1283
48,JSTHENJBCR,LPG_3LAB20CP024_XQ01.OUT,BFP-B DISCH PR,Bfp System,Bfp System,1,Mdbfp,Mdbfp-B,2,Main Pump,BFP-B,2,-,-,1,Outlet,Discharge,1,Feed Water,Pressure,Kg/Cm2,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,149604,3752
35,OXS4AAYS4O,LPG_3LAB20CT020_XQ02.OUT,BFP-B SUC TMP,Bfp System,Bfp System,1,Mdbfp,Mdbfp-B,2,Main Pump,BFP-B,2,-,-,1,Inlet,Suction,1,Feed Water,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,140211,2792
507,99MEJXJ16O,LPG_3LAB20CT022_XQ02.OUT_LPG_3LAB20CT021_XQ02.OUT_df,Mdbfp-B Difference,Bfp System,Bfp System,1,Mdbfp,Mdbfp-B,2,Main Pump,BFP-B,2,-,-,1,Inlet,Suction,1,Feed Water,Difference,Degc,2,-,-,10000000,-10000000,10000000,-10000000,10000000,-10000000,102945,15941
47,1KKUHT2WVT,LPG_3LAB20CT023_XQ02.OUT,BFP-B DISCH TMP,Bfp System,Bfp System,1,Mdbfp,Mdbfp-B,2,Main Pump,BFP-B,2,-,-,1,Outlet,Discharge,1,Feed Water,Temperature,Degc,2,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,187828,3419
44,XXDHTV1JHA,LPG_3LAB30CF101_XQ01.OUT,BFP-B SUC FLW,Bfp System,Bfp System,1,Mdbfp,Mdbfp-B,2,Main Pump,BFP-B,2,-,-,1,Inlet,Suction,1,Feed Water,Flow,Tph,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,142330,5819
298,KZHWPMMVO7,LPG_3LAB70CT101_XQ02.OUT,HPH5 IL TMP,Feed Water Cycle,Feed Water Cycle,1,Hph,Hph5,1,-,-,1,-,-,1,Inlet,Inlet,1,Feed Water,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,137131,362
296,JAYEPGBNZV,LPG_3LAB80CP101_XQ01.OUT,HPH6 IL PR,Feed Water Cycle,Feed Water Cycle,1,Hph,Hph6,2,-,-,1,-,-,1,Inlet,Inlet,1,Feed Water,Pressure,Kg/Cm2,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,144650,3895
479,GC67WO2KCQ,LPG_3LAB80CP101_XQ01.OUT_LPG_3LAB90CP101_XQ01.OUT_dp,HPH-6 Feedwater Pressure drop,Feed Water Cycle,Feed Water Cycle,1,Hph,Hph6,2,-,-,1,-,-,1,Inlet,Inlet,1,Feed Water,Delta P,Kg/Cm2,1,-,-,10000000,-10000000,10000000,-10000000,10000000,-10000000,82323,3576
294,WO9CBJ3XWD,LPG_3LAB80CT102_XQ02.OUT,HPH6 IL TMP,Feed Water Cycle,Feed Water Cycle,1,Hph,Hph6,2,-,-,1,-,-,1,Inlet,Inlet,1,Feed Water,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,141134,452
81,0QQEGCDYXU,LPG_3LAB90CF101_XQ01.OUT,FW FLW BEF FCS,Boiler,Pcfb,1,Economizer,Economizer,1,Feedwater Control Station,Feedwater Control Station,1,-,-,1,-,Inlet,1,Feed Water,Flow,-,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,147243,6658
295,C9PTIONZ9F,LPG_3LAB90CP101_XQ01.OUT,HPH6 OL PR,Feed Water Cycle,Feed Water Cycle,1,Hph,Hph6,2,-,-,1,-,-,1,Outlet,Outlet,1,Feed Water,Pressure,Kg/Cm2,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,145985,3854
83,4HPCYEIRGE,LPG_3LAB90CP102_XQ01.OUT,DP ACRS FCS,Boiler,Pcfb,1,Economizer,Economizer,1,Feedwater Control Station,Feedwater Control Station,1,-,-,1,-,-,1,Feed Water,Differential Pressure,Kg/Cm2,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,146260,2726
297,CIPJGVAYUE,LPG_3LAB90CT101_XQ02.OUT,HPH6 OL TMP,Feed Water Cycle,Feed Water Cycle,1,Hph,Hph6,2,-,-,1,-,-,1,Outlet,Outlet,1,Feed Water,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,139381,479
468,L4RH8EA7DD,LPG_3LAB90CT101_XQ02.OUT_LPG_3LAB80CT102_XQ02.OUT_dt,HPH-6 Feedwater Temperature rise,Feed Water Cycle,Feed Water Cycle,1,Hph,Hph6,2,-,-,1,-,-,1,Outlet,Outlet,1,Feed Water,Delta T,Degc,1,-,-,10000000,-10000000,10000000,-10000000,10000000,-10000000,81257,14747
82,OFDEA3OE5E,LPG_3LAB90CT102_XQ02.OUT,FW TMP BFR FCS,Boiler,Pcfb,1,Economizer,Economizer,1,Feedwater Control Station,Feedwater Control Station,1,-,-,1,Inlet,Inlet,1,Feed Water,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,146220,1
25,BFQB1KMFNL,LPG_3LAC10AP001AXQ06.OUT,BFP-A Current,Bfp System,Bfp System,1,Mdbfp,Mdbfp-A,1,Motor,Motor,1,Winding,Motor Winding,1,-,-,1,Power,Current,Amp,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,145800,3339
24,9NNGE3ZLLQ,LPG_3LAC10CT111_XQ02.OUT,BFP-A MTR WDG TMP-1,Bfp System,Bfp System,1,Mdbfp,Mdbfp-A,1,Motor,Motor,1,Winding,Motor Winding,1,-,-,1,Metal,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,144090,1598
54,EDWJQ4EE24,LPG_3LAC20AP001AXQ06.OUT,BFP-B Current,Bfp System,Bfp System,1,Mdbfp,Mdbfp-B,2,Motor,Motor,1,Winding,Motor Winding,1,-,-,1,Power,Current,Amp,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,151702,2956
53,AQGIDPRASA,LPG_3LAC20CT113_XQ02.OUT,BFP-B MTR WDG TMP-2,Bfp System,Bfp System,1,Mdbfp,Mdbfp-B,2,Motor,Motor,1,Winding,Motor Winding,1,-,-,1,Metal,Temperature,Degc,2,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,144992,1425
9,06OCSE5AHZ,LPG_3LAV10CT002_XQ02.OUT,BFP-A DE BRG OIL TMP,Bfp System,Bfp System,1,Mdbfp,Mdbfp-A,1,Main Pump,BFP-A,1,Bearing,Bearing - De,1,Drain,Bearing De Drain,1,Lubricating Oil,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,142740,659
13,JRHH6X5CCT,LPG_3LAV10CT004_XQ02.OUT,BFP-A DE JB MTL TMP,Bfp System,Bfp System,1,Mdbfp,Mdbfp-A,1,Main Pump,BFP-A,1,Bearing,Bearing - De,1,-,-,1,Metal,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,172129,695
15,OCUMOZKM2K,LPG_3LAV10CT006_XQ02.OUT,BFP-A TH BRG MTL TMP,Bfp System,Bfp System,1,Mdbfp,Mdbfp-A,1,Main Pump,BFP-A,1,Thrust Bearing,Bfp Thrust Bearing,1,-,-,1,Metal,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,145614,718
10,IW0JDTQ6ND,LPG_3LAV10CY101_XQ07.OUT,BFP-A DE BRG VIB(X),Bfp System,Bfp System,1,Mdbfp,Mdbfp-A,1,Main Pump,BFP-A,1,Bearing,Bearing - De,1,X-Axis,X-Axis,1,Metal,Vibration,Mm/Sec,1,-,-,10000000000,-10000000000,10000000000,0,10000000000,-10000000000,145487,1703
