,dataTagId,actual tags,description,system,systemName,systemInstance,equipment,equipmentName,equipmentInstance,component,componentName,componentInstance,subcomponent,subcomponentName,subcomponentInstance,measureLocation,measureLocationName,measureLocationInstance,measureProperty,measureType,measureUnit,measureInstance,tagType,group,limHi,limLo,limHiHi,limLoLo,limRangeHi,limRangeLo,datapoints,unique
169,ZT5BSA5FSN,LPG_3HBK20CT001_XQ03.OUT,FG TMP PSH OL-L,Boiler,Pcfb,1,Platen Superheater,Psh,1,Pass,Left Pass,1,-,-,1,Outlet,Outlet,1,Flue Gas,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,125525,3065
157,DCKJYX8OMM,LPG_3HBK30CP001_XQ01.OUT,FG PR RH OL-L,Boiler,Pcfb,1,Reheater,Reheater,1,Pass,Left Pass,1,-,-,1,Outlet,Outlet,1,Flue Gas,Pressure,Mmwc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,125532,1140
448,BCZ54MG6V4,LPG_3HBK30CP001_XQ01.OUT_LPG_3HBK35CP001_XQ01.OUT_deltaP,Reheater FG OL L-R Delta P,Boiler,Pcfb,1,Reheater,Reheater,1,Pass,Left Pass,1,-,-,1,Outlet,Outlet,1,Flue Gas,Delta P,Mmwc,1,-,-,10000000,-10000000,10000000,-10000000,10000000,-10000000,74355,8562
483,MS01ZPUEXA,LPG_3HBK30CP001_XQ01.OUT_LPG_3HBK50CP001_XQ01.OUT_dp,Superheater LTSH FG Pressure drop Left Pass,Boiler,Pcfb,1,Ltsh,Ltsh,1,Pass,Left Pass,1,-,-,1,Outlet,Outlet,1,Flue Gas,Delta P,Mmwc,1,-,-,10000000,-10000000,10000000,-10000000,10000000,-10000000,82232,24640
158,09OHNXHG9I,LPG_3HBK30CT001_XQ03.OUT,FG TMP RH OL-L,Boiler,Pcfb,1,Reheater,Reheater,1,Pass,Left Pass,1,-,-,1,Outlet,Outlet,1,Flue Gas,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,162252,3051
451,GIKTPF4HHW,LPG_3HBK30CT001_XQ03.OUT_LPG_3HBK35CT001_XQ03.OUT_deltaT,Reheater FG OL L-R Delta T,Boiler,Pcfb,1,Reheater,Reheater,1,Pass,Left Pass,1,-,-,1,Outlet,Outlet,1,Flue Gas,Delta T,Degc,1,-,-,10000000,-10000000,10000000,-10000000,10000000,-10000000,96398,75660
471,PDUCSIHGXH,LPG_3HBK35CP001_XQ01.OUT_LPG_3HBK30CP001_XQ01.OUT_df,RH outlet pressure L-R difference,Boiler,Pcfb,1,Reheater,Reheater,1,Pass,Right Pass,2,-,-,1,Outlet,Outlet,1,Flue Gas,Difference,Mmwc,1,-,-,10000000,-10000000,10000000,-10000000,10000000,-10000000,74366,8531
178,DEADQVCHHJ,LPG_3HBK40CP001_XQ01.OUT,FG PR FSH OL-L,Boiler,Pcfb,1,Final Superheater,Final Sh,1,Pass,Left Pass,1,-,-,1,Outlet,Outlet,1,Flue Gas,Pressure,Mmwc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,206402,1044
177,VEXBBXOXPB,LPG_3HBK40CT001_XQ03.OUT,FG TMP FSH OL-L,Boiler,Pcfb,1,Final Superheater,Final Sh,1,Pass,Left Pass,1,-,-,1,Outlet,Outlet,1,Flue Gas,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,183268,2245
452,OZ45DGT1FY,LPG_3HBK40CT001_XQ03.OUT_LPG_3HBK45CT001_XQ03.OUT_deltaT,Final Platen SH FG OL L-R Delta T,Boiler,Pcfb,1,Final Superheater,Final Sh,1,Pass,Left Pass,1,-,-,1,Outlet,Outlet,1,Flue Gas,Delta T,Degc,1,-,-,10000000,-10000000,10000000,-10000000,10000000,-10000000,119050,105166
164,NMK68LK71Z,LPG_3HBK50CP001_XQ01.OUT,FG PR LTSH OL-L,Boiler,Pcfb,1,Ltsh,Ltsh,1,Pass,Left Pass,1,-,-,1,Outlet,Outlet,1,Flue Gas,Pressure,Mmwc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,153689,1407
165,REEKDCMW2P,LPG_3HBK50CT001_XQ03.OUT,FG TMP LTSH OL-L,Boiler,Pcfb,1,Ltsh,Ltsh,1,Pass,Left Pass,1,-,-,1,Outlet,Outlet,1,Flue Gas,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,124606,1332
466,MR4H7HPN31,LPG_3HBK50CT001_XQ03.OUT_LPG_3HAC10CT001_XQ02.OUT_dt,Economizer Potential,Boiler,Pcfb,1,Economizer,Economizer,1,Pass,Left Pass,1,-,-,1,Outlet,Outlet,1,Flue Gas,Delta T,Degc,1,-,-,10000000,-10000000,10000000,-10000000,10000000,-10000000,78773,54205
454,WJRHVFOFUZ,LPG_3HBK50CT001_XQ03.OUT_LPG_3HBK55CT001_XQ03.OUT_deltaT,LTSH OL FG L-R Delta T,Boiler,Pcfb,1,Ltsh,Ltsh,1,Pass,Left Pass,1,-,-,1,Outlet,Outlet,1,Flue Gas,Delta T,Degc,1,-,-,10000000,-10000000,10000000,-10000000,10000000,-10000000,71918,58765
314,6UDOVBYWFU,LPG_3HFB01CS101_XQ01.OUT,MILL-A FEED RATE,Fuel Supply,Fuel Supply,1,Pulverizer,Mill-A,1,Coal Feeder,FDR-A,1,-,-,1,-,-,1,Fuel,Flow,Tph,1,Fuel_flow,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,144963,8616
329,JEARW1591A,LPG_3HFB02CS101_XQ01.OUT,MILL-B FEED RATE,Fuel Supply,Fuel Supply,1,Pulverizer,Mill-B,2,Coal Feeder,FDR-B,1,-,-,1,-,-,1,Fuel,Flow,Tph,1,Fuel_flow,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,156102,5325
343,WJAK8PWM06,LPG_3HFB03CS101_XQ01.OUT,MILL-C FEED RATE,Fuel Supply,Fuel Supply,1,Pulverizer,Mill-C,3,Coal Feeder,FDR-C,1,-,-,1,-,-,1,Fuel,Flow,Tph,1,Fuel_flow,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,135111,3806
358,5Y3WZ3NXV3,LPG_3HFB04CS101_XQ01.OUT,MILL-D FEED RATE,Fuel Supply,Fuel Supply,1,Pulverizer,Mill-D,4,Coal Feeder,FDR-D,1,-,-,1,-,-,1,Fuel,Flow,Tph,1,Fuel_flow,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,145449,7369
370,Y7PHH5HBRG,LPG_3HFB05CS101_XQ01.OUT,MILL-E FEED RATE,Fuel Supply,Fuel Supply,1,Pulverizer,Mill-E,5,Coal Feeder,FDR-E,1,-,-,1,-,-,1,Fuel,Flow,Tph,1,Fuel_flow,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,145854,3948
491,V6AAQVR56G,LPG_3HFB05CS101_XQ01.OUT_LPG_3HFB04CS101_XQ01.OUT_LPG_3HFB03CS101_XQ01.OUT_LPG_3HFB02CS101_XQ01.OUT_LPG_3HFB01CS101_XQ01.OUT_sum,Total fuel flow,Fuel Supply,Fuel Supply,1,Pulverizer,Mill-A,1,,,-,-,-,1,-,-,1,Fuel,Flow,Tph,1,,-,10000000,-10000000,10000000,-10000000,10000000,-10000000,66811,50046
445,EORUNHDBIU,LPG_3HFC01AJ001AXQ06.OUT,MILL A CURRENT,Fuel Supply,Fuel Supply,1,Pulverizer,Mill-A,1,Motor,Mill Motor,1,Winding,Motor Winding,1,-,-,1,Power,Current,Amp,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,203940,2617
485,YE8WPUWEDC,LPG_3HFC01CP001XQ01.OUT,Mill-A  Primary Air DP,Fuel Supply,Fuel Supply,1,Pulverizer,Mill-A,1,-,-,1,-,-,1,-,-,1,Primary Air,Differential Pressure,Kg/Cm2,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,0,0
301,WCJOJRFOFA,LPG_3HFC01CP002_XQ01.OUT,"
PULV A LUBE OIL PRESS",Fuel Supply,Fuel Supply,1,Pulverizer,Mill-A,1,Lubricating Oil Header,Lubricating Oil Header,1,-,-,1,Outlet,Outlet,1,Lubricating Oil,Pressure,Mmwc,2,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,144834,1653
302,QJPTIS5WNM,LPG_3HFC01CT001_XQ01.OUT,"

PULV A LUB OIL TEMP",Fuel Supply,Fuel Supply,1,Pulverizer,Mill-A,1,Lubricating Oil Header,Lubricating Oil Header,1,-,-,1,-,-,1,Lubricating Oil,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,140690,1134
306,F39SRT9FNC,LPG_3HFC01CT002_XQ02.OUT,MILL-A MTR WDG TMP-1,Fuel Supply,Fuel Supply,1,Pulverizer,Mill-A,1,Motor,Mill Motor,1,Winding,Motor Winding,1,-,-,1,Metal,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,175976,1252
304,Z96M0WYEAN,LPG_3HFC01CT014_XQ02.OUT,MILL-A MTR BRG TMP DE,Fuel Supply,Fuel Supply,1,Pulverizer,Mill-A,1,Motor,Mill Motor,1,Bearing,Motor Bearing De,1,-,-,1,Metal,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,142014,856
313,97QMQSBKST,LPG_3HFC01CT015_XQ02.OUT,MILL-A OL TMP,Fuel Supply,Fuel Supply,1,Pulverizer,Mill-A,1,-,-,1,-,-,1,Outlet,Outlet,1,Primary Air,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,163138,2090
308,PB8OMOPZAU,LPG_3HFC01CT017_XQ02.OUT,MILL-A TH BRG TMP,Fuel Supply,Fuel Supply,1,Pulverizer,Mill-A,1,-,-,1,Thrust Bearing,Thrust Bearing,1,-,-,1,Metal,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,139881,1435
307,E5VNC35LJN,LPG_3HFC01CT023_XQ01.OUT,"

MILL A LWR RAD BRG TEMP",Fuel Supply,Fuel Supply,1,Pulverizer,Mill-A,1,-,-,1,Thrust Bearing,Thrust Bearing,1,Lower,Lower,1,Metal,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,185197,1352
309,AS4KWZSVSN,LPG_3HFC01CT024_XQ01.OUT,"

MILL A UPR RAD BRG TEMP",Fuel Supply,Fuel Supply,1,Pulverizer,Mill-A,1,-,-,1,Thrust Bearing,Thrust Bearing,1,Upper,Upper,1,Metal,Temperature,Degc,2,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,142543,995
305,STRW1C138J,LPG_3HFC01CY002_XQ07.OUT,MILL-A MTR BRG NDE VIB-Y,Fuel Supply,Fuel Supply,1,Pulverizer,Mill-A,1,Motor,Mill Motor,1,Bearing,Motor Bearing Nde,2,Y-Axis,Y-Axis,1,Metal,Vibration,Mm/Sec,1,-,-,10000000000,-10000000000,10000000000,0,10000000000,-10000000000,145663,634
303,3URXH8SIR1,LPG_3HFC01CY003_XQ07.OUT,MILL-A MTR BRG DE VIB-X,Fuel Supply,Fuel Supply,1,Pulverizer,Mill-A,1,Motor,Mill Motor,1,Bearing,Motor Bearing De,1,X-Axis,X-Axis,1,Metal,Vibration,Mm/Sec,1,-,-,10000000000,-10000000000,10000000000,0,10000000000,-10000000000,126207,773
438,LXBPUY9SFW,LPG_3HFC02AJ001AXQ06.OUT,MILL B CURRENT,Fuel Supply,Fuel Supply,1,Pulverizer,Mill-B,2,Motor,Mill Motor,1,Winding,Motor Winding,1,-,-,1,Power,Current,Amp,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,202068,3002
315,RS1JOHCORY,LPG_3HFC02CP002_XQ01.OUT,"
PULV B LUBE OIL PRESS",Fuel Supply,Fuel Supply,1,Pulverizer,Mill-B,2,Lubricating Oil Header,Lubricating Oil Header,1,-,-,1,Outlet,Outlet,1,Lubricating Oil,Pressure,Mmwc,2,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,142841,6205
317,TQ0WCF3VUJ,LPG_3HFC02CT001_XQ01.OUT,"

PULV B LUB OIL TEMP",Fuel Supply,Fuel Supply,1,Pulverizer,Mill-B,2,Lubricating Oil Header,Lubricating Oil Header,1,-,-,1,-,-,1,Lubricating Oil,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,137502,1075
320,PMCPB1VPTM,LPG_3HFC02CT004_XQ02.OUT,MILL-B MTR WDG TMP-2,Fuel Supply,Fuel Supply,1,Pulverizer,Mill-B,2,Motor,Mill Motor,1,Winding,Motor Winding,1,-,-,1,Metal,Temperature,Degc,2,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,141504,1121
319,KAFNE380WD,LPG_3HFC02CT014_XQ02.OUT,MILL-B MTR BRG TMP DE,Fuel Supply,Fuel Supply,1,Pulverizer,Mill-B,2,Motor,Mill Motor,1,Bearing,Motor Bearing De,1,-,-,1,Metal,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,140555,866
327,WU77ZWDBVK,LPG_3HFC02CT016_XQ03.OUT,MILL-B OL TMP,Fuel Supply,Fuel Supply,1,Pulverizer,Mill-B,2,-,-,1,-,-,1,Outlet,Outlet,1,Primary Air,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,123687,1949
323,AJQYN9EDWH,LPG_3HFC02CT019_XQ02.OUT,MILL-B TH BRG TMP,Fuel Supply,Fuel Supply,1,Pulverizer,Mill-B,2,-,-,1,Thrust Bearing,Thrust Bearing,1,-,-,1,Metal,Temperature,Degc,3,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,138714,726
321,9CYWGSDGDY,LPG_3HFC02CT023_XQ01.OUT,"

MILL B LWR RAD BRG TEMP",Fuel Supply,Fuel Supply,1,Pulverizer,Mill-B,2,-,-,1,Bearing,Bearing,1,Lower,Lower,1,Metal,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,188268,891
322,QBAXCRKLZA,LPG_3HFC02CT024_XQ01.OUT,"

MILL B UPR RAD BRG TEMP",Fuel Supply,Fuel Supply,1,Pulverizer,Mill-B,2,-,-,1,Bearing,Bearing,1,Upper,Upper,1,Metal,Temperature,Degc,2,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,169491,961
316,CQCA23JODB,LPG_3HFC02CY003_XQ07.OUT,MILL-B MTR BRG DE VIB-X,Fuel Supply,Fuel Supply,1,Pulverizer,Mill-B,2,Motor,Mill Motor,1,Bearing,Motor Bearing De,1,X-Axis,X-Axis,1,Metal,Vibration,Mm/Sec,1,-,-,10000000000,-10000000000,10000000000,0,10000000000,-10000000000,128348,796
318,UUGEYHD9FZ,LPG_3HFC02CY004_XQ07.OUT,MILL-B MTR BRG DE VIB-Y,Fuel Supply,Fuel Supply,1,Pulverizer,Mill-B,2,Motor,Mill Motor,1,Bearing,Motor Bearing De,1,Y-Axis,Y-Axis,1,Metal,Vibration,Mm/Sec,1,-,-,10000000000,-10000000000,10000000000,0,10000000000,-10000000000,146528,2147
439,OXYTBWZD4W,LPG_3HFC03AJ001AXQ06.OUT,MILL C CURRENT,Fuel Supply,Fuel Supply,1,Pulverizer,Mill-C,3,Motor,Mill Motor,1,Winding,Motor Winding,1,-,-,1,Power,Current,Amp,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,0,0
488,27GXBYNAKU,LPG_3HFC03CP001XQ01.OUT,Mill-C  Primary Air DP,Fuel Supply,Fuel Supply,1,Pulverizer,Mill-C,3,-,-,1,-,-,1,-,-,1,Primary Air,Differential Pressure,Kg/Cm2,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,0,0
331,AVOTAX0DZR,LPG_3HFC03CP002_XQ01.OUT,"
PULV C LUBE OIL PRESS",Fuel Supply,Fuel Supply,1,Pulverizer,Mill-C,3,Lubricating Oil Header,Lubricating Oil Header,1,-,-,1,Outlet,Outlet,1,Lubricating Oil,Pressure,Mmwc,2,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,124602,1323
330,BOCZNZBBVS,LPG_3HFC03CT001_XQ01.OUT,"

PULV C LUB OIL TEMP",Fuel Supply,Fuel Supply,1,Pulverizer,Mill-C,3,Lubricating Oil Header,Lubricating Oil Header,1,-,-,1,Outlet,Outlet,1,Lubricating Oil,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,119435,1051
335,4PPFCZK0W8,LPG_3HFC03CT002_XQ02.OUT,MILL-C MTR WDG TMP-1,Fuel Supply,Fuel Supply,1,Pulverizer,Mill-C,3,Motor,Mill Motor,1,Winding,Motor Winding,1,-,-,1,Metal,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,189938,1254
334,U7MFCVRRJ5,LPG_3HFC03CT014_XQ02.OUT,MILL-C MTR BRG TMP DE,Fuel Supply,Fuel Supply,1,Pulverizer,Mill-C,3,Motor,Mill Motor,1,Bearing,Motor Bearing De,1,-,-,1,Metal,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,125557,690
338,QFCVK4EJD4,LPG_3HFC03CT017_XQ02.OUT,MILL-C TH BRG TMP,Fuel Supply,Fuel Supply,1,Pulverizer,Mill-C,3,-,-,1,Thrust Bearing,Thrust Bearing,1,-,-,1,Metal,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,122911,1277
336,WOKOG3W6BX,LPG_3HFC03CT023_XQ01.OUT,"

MILL C LWR RAD BRG TEMP",Fuel Supply,Fuel Supply,1,Pulverizer,Mill-C,3,-,-,1,Thrust Bearing,Thrust Bearing,1,Lower,Lower,1,Metal,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,180625,978
337,K6BOKZVNOH,LPG_3HFC03CT024_XQ01.OUT,"

MILL C UPR RAD BRG TEMP",Fuel Supply,Fuel Supply,1,Pulverizer,Mill-C,3,-,-,1,Thrust Bearing,Thrust Bearing,1,Upper,Upper,1,Metal,Temperature,Degc,2,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,122147,823
332,OOSXGQRNIE,LPG_3HFC03CY003_XQ07.OUT,MILL-C MTR BRG DE VIB-X,Fuel Supply,Fuel Supply,1,Pulverizer,Mill-C,3,Motor,Mill Motor,1,Bearing,Motor Bearing De,1,X-Axis,X-Axis,1,Metal,Vibration,Mm/Sec,1,-,-,10000000000,-10000000000,10000000000,0,10000000000,-10000000000,127633,1060
333,RAVHKYJY2Q,LPG_3HFC03CY004_XQ07.OUT,MILL-C MTR BRG DE VIB-Y,Fuel Supply,Fuel Supply,1,Pulverizer,Mill-C,3,Motor,Mill Motor,1,Bearing,Motor Bearing De,1,Y-Axis,Y-Axis,1,Metal,Vibration,Mm/Sec,1,-,-,10000000000,-10000000000,10000000000,0,10000000000,-10000000000,127235,1278
440,KGNCREILGI,LPG_3HFC04AJ001AXQ06.OUT,MILL D CURRENT,Fuel Supply,Fuel Supply,1,Pulverizer,Mill-D,4,Motor,Mill Motor,1,Winding,Motor Winding,1,-,-,1,Power,Current,Amp,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,207390,3511
487,NJLZ9YIPSB,LPG_3HFC04CP001XQ01.OUT,Mill-D  Primary Air DP,Fuel Supply,Fuel Supply,1,Pulverizer,Mill-D,4,-,-,1,-,-,1,-,-,1,Primary Air,Differential Pressure,Kg/Cm2,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,0,0
344,UBTAX5A1IE,LPG_3HFC04CP002_XQ01.OUT,"
PULV DLUBE OIL PRESS",Fuel Supply,Fuel Supply,1,Pulverizer,Mill-D,4,Lubricating Oil Header,Lubricating Oil Header,1,-,-,1,Outlet,Outlet,1,Lubricating Oil,Pressure,Mmwc,2,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,144553,4726
345,AL6WNBUHRU,LPG_3HFC04CT001_XQ01.OUT,"

PULV D LUB OIL TEMP",Fuel Supply,Fuel Supply,1,Pulverizer,Mill-D,4,Lubricating Oil Header,Lubricating Oil Header,1,-,-,1,Outlet,Outlet,1,Lubricating Oil,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,139636,1112
349,CEVHUNB7R9,LPG_3HFC04CT002_XQ02.OUT,MILL-D MTR WDG TMP-1,Fuel Supply,Fuel Supply,1,Pulverizer,Mill-D,4,Motor,Mill Motor,1,Winding,Motor Winding,1,-,-,1,Metal,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,215437,1289
348,0OAQSMY6JH,LPG_3HFC04CT014_XQ02.OUT,MILL-D MTR BRG TMP DE,Fuel Supply,Fuel Supply,1,Pulverizer,Mill-D,4,Motor,Mill Motor,1,Bearing,Motor Bearing De,1,-,-,1,Metal,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,149952,944
356,PN82WN4F5Z,LPG_3HFC04CT015_XQ02.OUT,MILL-D OL TMP,Fuel Supply,Fuel Supply,1,Pulverizer,Mill-D,4,-,-,1,-,-,1,Outlet,Outlet,1,Primary Air,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,141527,2060
352,ONJSOKU9AL,LPG_3HFC04CT017_XQ02.OUT,MILL-D TH BRG TMP,Fuel Supply,Fuel Supply,1,Pulverizer,Mill-D,4,-,-,1,Thrust Bearing,Thrust Bearing,1,-,-,1,Metal,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,19990,1
350,PFKSNAU2WW,LPG_3HFC04CT023_XQ01.OUT,"

MILL D LWR RAD BRG TEMP",Fuel Supply,Fuel Supply,1,Pulverizer,Mill-D,4,-,-,1,Thrust Bearing,Thrust Bearing,1,Lower,Lower,1,Metal,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,180299,793
351,1H2EQIRLV9,LPG_3HFC04CT024_XQ01.OUT,"

MILL D UPR RAD BRG TEMP",Fuel Supply,Fuel Supply,1,Pulverizer,Mill-D,4,-,-,1,Thrust Bearing,Thrust Bearing,1,Upper,Upper,1,Metal,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,178245,812
346,XUCDGORUWS,LPG_3HFC04CY003_XQ07.OUT,MILL-D MTR BRG DE VIB-X,Fuel Supply,Fuel Supply,1,Pulverizer,Mill-D,4,Motor,Mill Motor,1,Bearing,Motor Bearing De,1,X-Axis,X-Axis,1,Metal,Vibration,Mm/Sec,1,-,-,10000000000,-10000000000,10000000000,0,10000000000,-10000000000,128526,1395
347,A4SKMXBEVZ,LPG_3HFC04CY004_XQ07.OUT,MILL-D MTR BRG DE VIB-Y,Fuel Supply,Fuel Supply,1,Pulverizer,Mill-D,4,Motor,Mill Motor,1,Bearing,Motor Bearing De,1,Y-Axis,Y-Axis,1,Metal,Vibration,Mm/Sec,1,-,-,10000000000,-10000000000,10000000000,0,10000000000,-10000000000,147666,1537
441,YZP3KOMXZ2,LPG_3HFC05AJ001AXQ06.OUT,MILL E CURRENT,Fuel Supply,Fuel Supply,1,Pulverizer,Mill-E,5,Motor,Mill Motor,1,Winding,Motor Winding,1,-,-,1,Power,Current,Amp,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,220594,2437
489,4OIN3XS6BA,LPG_3HFC05CP001XQ01.OUT,Mill-E  Primary Air DP,Fuel Supply,Fuel Supply,1,Pulverizer,Mill-E,5,-,-,1,-,-,1,-,-,1,Primary Air,Differential Pressure,Kg/Cm2,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,0,0
357,ILXNZXGASG,LPG_3HFC05CP002_XQ01.OUT,"
PULV E LUBE OIL PRESS",Fuel Supply,Fuel Supply,1,Pulverizer,Mill-E,5,Lubricating Oil Header,Lubricating Oil Header,1,-,-,1,Outlet,Outlet,1,Lubricating Oil,Pressure,Mmwc,2,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,148379,5341
359,JY0T5Q2YAX,LPG_3HFC05CT001_XQ01.OUT,"

PULV E LUB OIL TEMP",Fuel Supply,Fuel Supply,1,Pulverizer,Mill-E,5,Lubricating Oil Header,Lubricating Oil Header,1,-,-,1,Outlet,Outlet,1,Lubricating Oil,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,152914,885
363,4TJB39ASS2,LPG_3HFC05CT001_XQ02.OUT,MILL-E MTR BRG TMP NDE,Fuel Supply,Fuel Supply,1,Pulverizer,Mill-E,5,Motor,Mill Motor,1,Bearing,Motor Bearing Nde,2,-,-,1,Metal,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,144654,986
362,HIGRNAHZAF,LPG_3HFC05CT002_XQ02.OUT,MILL-E MTR WDG TMP-1,Fuel Supply,Fuel Supply,1,Pulverizer,Mill-E,5,Motor,Mill Motor,1,Winding,Motor Winding,1,-,-,1,Metal,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,208698,1275
369,M4UOMFAPZX,LPG_3HFC05CT015_XQ02.OUT,MILL-E OL TMP,Fuel Supply,Fuel Supply,1,Pulverizer,Mill-E,5,-,-,1,-,-,1,Outlet,Outlet,1,Primary Air,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,143303,1462
366,VNHEA0IRJQ,LPG_3HFC05CT020_XQ01.OUT,"

MILL E THRST PAD RAD BRG TEMP",Fuel Supply,Fuel Supply,1,Pulverizer,Mill-E,5,-,-,1,Thrust Bearing,Thrust Bearing,1,-,-,1,Metal,Temperature,Degc,4,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,138256,1169
365,CL0S7R3G8V,LPG_3HFC05CT023_XQ01.OUT,"

MILL E LWR RAD BRG TEMP",Fuel Supply,Fuel Supply,1,Pulverizer,Mill-E,5,-,-,1,Thrust Bearing,Thrust Bearing,1,Lower,Lower,1,Metal,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,171398,904
364,FFPYNREP3S,LPG_3HFC05CT024_XQ01.OUT,"

MILL E UPR RAD BRG TEMP",Fuel Supply,Fuel Supply,1,Pulverizer,Mill-E,5,-,-,1,Thrust Bearing,Thrust Bearing,1,Upper,Upper,1,Metal,Temperature,Degc,1,-,-,10000000000,-10000000000,10000000000,-10000000000,10000000000,-10000000000,140058,752
360,WZHE2VCATG,LPG_3HFC05CY003_XQ07.OUT,MILL-E MTR BRG DE VIB-X,Fuel Supply,Fuel Supply,1,Pulverizer,Mill-E,5,Motor,Mill Motor,1,Bearing,Motor Bearing De,1,X-Axis,X-Axis,1,Metal,Vibration,Mm/Sec,1,-,-,10000000000,-10000000000,10000000000,0,10000000000,-10000000000,134285,1555
